0,1/4,1/4,0,1/2,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,1,0,2,3,7,0
0,1/4,1/4,0,11/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,1/4,0,3/5,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,1/4,0,13/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,1/4,0,7/10,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,3/10,0,1/2,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,1,0,2,3,7,0
0,1/4,3/10,0,11/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,3/10,0,3/5,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,3/10,0,13/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,3/10,0,7/10,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,7/20,0,1/2,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,1,0,2,3,7,0
0,1/4,7/20,0,11/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,7/20,0,3/5,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,7/20,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
1/40,1/4,7/20,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
0,1/4,7/20,0,13/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,7/20,0,13/20,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
1/40,1/4,7/20,0,13/20,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
0,1/4,7/20,0,7/10,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,0
0,1/4,2/5,0,1/2,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,2/5,0,11/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,2/5,0,3/5,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,2/5,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,1
1/40,1/4,2/5,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,1
0,1/4,2/5,0,13/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,2/5,0,13/20,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
1/40,1/4,2/5,0,13/20,1/5,1/40,1/20,1/20,1/20,1/20,1/20,,,,,,,1
1/40,1/4,2/5,0,13/20,1/5,1/40,1/40,1/20,1/20,1/20,1/20,8,9,0,11,1,4,2
1/40,11/40,2/5,0,13/20,1/5,1/40,1/40,1/20,1/20,1/20,1/20,8,9,0,11,1,4,2
0,1/4,2/5,0,7/10,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,2/5,0,7/10,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
1/40,1/4,2/5,0,7/10,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,11,1,4,1
0,1/4,9/20,0,1/2,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,9/20,0,11/20,1/5,1/20,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,0
0,1/4,9/20,0,3/5,1/5,1/20,1/20,1/20,1/20,1/20,1/20,,,,,,,0
0,1/4,9/20,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,1
1/40,1/4,9/20,0,3/5,1/5,1/40,1/20,1/20,1/20,1/20,1/20,8,9,0,2,3,4,1
