0,1/4,0,1/4,1/2,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,0,1/4,11/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,0,1/4,3/5,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,0,1/4,13/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,0,1/4,7/10,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/20,1/4,1/2,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/20,1/4,11/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/20,1/4,3/5,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/20,1/4,13/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/20,1/4,7/10,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/10,1/4,1/2,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/10,1/4,11/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/10,1/4,3/5,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/10,1/4,13/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/10,1/4,7/10,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,3/20,1/4,1/2,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,3/20,1/4,11/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,3/20,1/4,3/5,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,3/20,1/4,13/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,3/20,1/4,7/10,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/5,1/4,1/2,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/5,1/4,11/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/5,1/4,3/5,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/5,1/4,13/20,9/20,1/20,1/20,1/20,1/20,1/20,1/20
0,1/4,1/5,1/4,7/10,9/20,1/20,1/20,1/20,1/20,1/20,1/20
1/20,1/4,0,1/4,1/2,2/5,1/20,1/20,1/20,1/20,1/20,1/20
